RamanShift (cm-1)	00:00:56	00:01:25	00:01:55	00:02:26
1736.0000	507.73925366	515.76267082	501.52537843	531.89114220
1735.0000	500.14421423	535.07040833	515.87041538	541.31975060
1734.0000	513.06240132	564.23973561	538.41259126	538.31836081
1733.0000	541.15370547	582.95975595	557.14439894	535.26079248
1732.0000	560.56089899	579.37940718	563.70129784	539.52227564
1731.0000	559.12929970	563.35720479	557.65031959	543.53488244
1730.0000	552.02589756	554.52248100	547.05675062	543.32647070
1729.0000	558.20592196	560.75340779	547.52140542	546.67491191
1728.0000	575.08059276	572.34004165	567.37913476	558.89549858
1727.0000	589.14599742	578.80546008	594.51850070	577.99373415
1726.0000	597.34459811	583.39646811	611.91484710	602.91585099
1725.0000	605.97089184	595.20181509	622.68550313	632.17009571
1724.0000	620.59347207	617.16791906	644.60875904	659.39382361
1723.0000	645.55123013	647.86755488	682.06065945	681.24170871
1722.0000	683.38176909	683.89142742	719.42952057	701.85010269
1721.0000	726.58981182	717.68430106	743.69949977	722.09752982
1720.0000	754.47983511	741.83903289	754.68787628	733.40623682
1719.0000	748.12235602	751.28802645	748.73927459	726.92221655
1718.0000	712.88762236	737.84499280	718.25234243	702.55701396
1717.0000	677.03734288	697.87447000	676.08105823	669.63978912
1716.0000	659.10350937	646.80898656	650.03885075	642.89168695
1715.0000	647.42819315	607.08990165	644.36906922	631.52779419
1714.0000	623.67399776	586.25470902	638.43626338	629.19474632
1713.0000	593.77100035	583.95532024	626.17396973	623.94468855
1712.0000	579.79844745	603.44442071	622.67852570	617.36494029
1711.0000	589.91035897	636.14945204	632.91371990	620.20754623
1710.0000	610.15159601	657.67167647	644.44970490	632.14507110
1709.0000	622.10718577	658.62672610	648.46387807	641.40823916
1708.0000	620.10140551	656.10583841	646.88836918	640.40695802
1707.0000	613.70349559	660.37247655	643.11356606	630.31956048
1706.0000	618.93446738	656.84936840	637.56138348	618.63797222
1705.0000	643.82293581	635.92116089	630.23439816	618.70286430
1704.0000	677.08125273	616.82072147	624.51444083	639.19957113
1703.0000	696.33395408	625.58290807	627.64318388	672.16266526
1702.0000	695.95721643	664.23151272	644.92292894	703.67293645
1701.0000	698.06931746	712.79392962	675.36474448	730.77500182
1700.0000	722.78858933	750.42332695	713.99260740	755.44056621
1699.0000	759.75201551	769.13086230	754.10609114	773.74767575
1698.0000	787.77076934	777.85674230	790.58827664	785.17595992
1697.0000	808.09013104	795.27629307	826.66343305	801.47097281
1696.0000	834.88325028	829.24915710	868.91757282	833.75594539
1695.0000	866.67581631	867.16513220	910.94344577	877.69980452
1694.0000	890.95233501	895.58089068	936.66865209	919.34905735
1693.0000	906.06958787	918.38288750	944.98553304	950.52853357
1692.0000	919.66079450	943.40144317	953.45848838	970.74192887
1691.0000	934.69308598	964.99699446	972.28243243	977.57040643
1690.0000	948.77048395	974.01116795	990.68133007	968.04723212
1689.0000	957.46084986	971.30599445	991.79897130	950.08075791
1688.0000	952.85780086	958.97259893	967.81000939	936.11371077
1687.0000	929.68443078	932.86501347	922.95902681	923.40246342
1686.0000	895.27895878	895.70926456	874.73196743	899.53138822
1685.0000	863.88433689	862.56136949	845.15468279	867.48530621
1684.0000	840.90959181	840.81845744	837.37841038	843.04887736
1683.0000	820.24415966	817.91008997	829.99185276	828.21711990
1682.0000	794.72511613	780.52305964	805.45917391	808.77058156
1681.0000	762.71767090	734.87387894	769.55485956	776.23104404
1680.0000	727.61182181	697.29122830	732.46636265	735.29124808
1679.0000	696.69354766	673.83168007	691.98151650	694.59085063
1678.0000	677.25482312	658.48675262	649.48064089	663.00709194
1677.0000	668.63842809	645.35275837	621.49549368	647.81050315
1676.0000	660.82564289	634.89785985	619.04201754	645.62779432
1675.0000	644.74547158	629.30275498	629.49374173	641.21805054
1674.0000	621.16061436	624.96680872	630.54681658	623.67545845
1673.0000	597.57524976	613.57684554	614.69351828	600.57800273
1672.0000	581.26791436	594.39632984	594.58884589	589.72556208
1671.0000	576.28528971	579.77704963	586.09556111	596.89387367
1670.0000	579.97085467	578.89294776	587.60180388	606.49510008
1669.0000	581.15764082	582.22164161	582.83573438	598.64687123
1668.0000	570.11285069	575.33584699	566.57239181	574.11879312
1667.0000	551.49016555	560.67821803	552.02522790	554.07668643
1666.0000	539.44313532	549.32137964	546.30477494	551.94547730
1665.0000	539.51871763	539.64542979	540.07113864	556.86816654
1664.0000	542.93859646	524.19433478	530.28257838	553.96200450
1663.0000	539.76003018	510.51798691	529.09941109	548.06467757
1662.0000	532.39711759	513.94459856	541.63940054	551.80607464
1661.0000	532.87207556	533.90512722	557.65699415	560.87165152
1660.0000	545.72199221	554.91800569	568.99358826	559.77878509
1659.0000	557.71829653	566.17334615	573.78943573	545.21204489
1658.0000	552.89071831	566.64708102	566.46381031	527.49861675
1657.0000	534.90632767	558.17692069	545.76618989	515.00235352
1656.0000	521.75623774	545.49931253	526.57778923	509.32868143
1655.0000	521.04699252	536.51357201	523.68727843	509.66857279
1654.0000	525.85934620	533.76427446	531.97942223	512.95969063
1653.0000	531.03752122	530.78619377	537.43030444	515.02880989
1652.0000	536.35080692	521.05799216	535.61765218	515.92847360
1651.0000	537.39544442	506.23382328	528.32758589	519.15161012
1650.0000	529.75123748	494.39183419	516.46709094	524.78876898
1649.0000	519.80907497	492.78173172	504.99933607	529.00757891
1648.0000	519.34870802	501.35210211	501.35665027	530.52855383
1647.0000	530.17708708	512.68097497	504.38000934	532.24780199
1646.0000	540.13950511	519.48029450	506.30425156	534.64348561
1645.0000	534.80077918	520.02897707	505.19275816	532.47861141
1644.0000	513.47192848	515.51833826	505.07907896	523.46026022
1643.0000	492.29595393	507.75962308	507.10626012	516.55969447
1642.0000	486.47270119	501.51765870	508.77999943	522.03054398
1641.0000	493.02875782	503.11285403	508.49118059	534.35867981
1640.0000	499.92186009	513.86971121	507.16742966	537.36966033
1639.0000	505.22887022	527.67779316	508.74696475	527.08989824
1638.0000	513.22117831	535.65695263	516.77430796	516.82039724
1637.0000	518.46471075	533.28237071	526.57512254	517.70342120
1636.0000	511.30839585	524.66518424	527.43539275	525.66734570
1635.0000	495.44875203	518.14880343	517.15437364	529.59108988
1634.0000	484.95700149	515.94089180	506.30733638	524.03424220
1633.0000	486.39094786	512.49772555	504.61077826	512.93181450
1632.0000	494.29671431	504.59641522	511.16205326	505.52573169
1631.0000	500.04607836	496.18431233	519.23829380	507.98989177
1630.0000	497.98263727	492.02533113	522.96557510	516.95578997
1629.0000	489.02023886	493.64914440	519.70167936	522.77733955
1628.0000	482.19614317	500.86115253	511.88852522	519.02136025
1627.0000	484.89499514	510.01179937	504.96364021	507.27854623
1626.0000	491.27523515	513.41217146	500.33856666	495.13122014
1625.0000	490.85175317	507.34844288	494.08039336	490.98283947
1624.0000	485.77760880	496.90202481	484.23749272	496.79708598
1623.0000	485.75672195	487.81376053	475.19770071	504.24964933
1622.0000	489.62309540	479.97585562	473.62156106	502.81272853
1621.0000	488.21327289	474.03635486	482.69267589	492.95619877
1620.0000	482.38123850	476.06704158	499.23422010	485.91748811
1619.0000	481.68035010	488.05049401	513.99566090	489.18493551
1618.0000	487.39737087	500.54308710	517.36170094	498.28807089
1617.0000	492.12134093	503.56041541	508.28583047	504.77780980
1616.0000	494.25220451	499.90122452	495.87344448	506.10356356
1615.0000	498.72066721	498.91316535	489.43283739	504.44984206
1614.0000	504.29207067	501.63630454	489.34519306	501.05027746
1613.0000	503.75663216	502.26028350	490.93312320	496.47688495
1612.0000	498.18032006	500.78954554	493.82663115	493.99089232
1611.0000	498.98646463	503.51618875	501.16564321	497.25762868
1610.0000	511.80023680	512.94865828	511.17948954	504.53089012
1609.0000	527.73422165	525.97123511	517.65574127	510.15068685
1608.0000	536.22825151	539.04514627	519.79964739	513.30396209
1607.0000	538.43503724	548.59042076	524.09444877	518.89796670
1606.0000	540.83387361	551.21856435	534.38600126	526.82011930
1605.0000	543.13024682	549.10003926	546.84867911	529.66953135
1604.0000	542.40302023	549.10898247	556.62256110	527.14451158
1603.0000	543.88618161	553.07258451	563.13432903	531.25406137
1602.0000	555.54204448	555.83860755	567.13800533	547.80182733
1601.0000	573.29737566	554.71648196	567.99116664	564.27067827
1600.0000	582.66648148	552.91704503	565.54524161	567.46989103
1599.0000	576.29130527	552.77492234	561.33679210	562.71038934
1598.0000	561.98203802	553.53765971	557.78838872	564.00685725
1597.0000	552.67389467	556.61830376	558.13865163	574.08101832
1596.0000	554.97687559	565.91109374	565.11556444	584.47648069
1595.0000	567.81038798	581.54998517	577.70825191	589.46178167
1594.0000	586.03637153	598.05714677	591.73071165	592.09999105
1593.0000	603.80344019	609.71311346	604.74842397	599.50376657
1592.0000	617.56186598	615.68978095	617.61977187	615.54398166
1591.0000	626.74339245	620.19007625	630.95853109	636.67272046
1590.0000	631.76076717	628.00012968	643.47025418	654.78769190
1589.0000	634.35546772	638.59419026	653.94327049	665.24008890
1588.0000	640.06187888	646.15871985	662.28868726	670.38802096
1587.0000	654.91826413	648.87917043	669.38198331	674.65453530
1586.0000	677.23780047	655.19249692	677.69990587	678.79344518
1585.0000	697.21809946	673.73457747	689.83664359	680.66380567
1584.0000	707.84119156	698.60087384	704.35102917	680.61287051
1583.0000	712.56328367	713.46440150	716.06670153	684.41146642
1582.0000	719.29464989	711.68484823	722.86074907	698.65399677
1581.0000	730.38673151	705.22017558	729.15289103	721.97219547
1580.0000	742.33061820	711.12955335	739.99699835	743.32605796
1579.0000	752.19944040	732.96135776	754.06070175	752.25506095
1578.0000	759.49510763	757.17939582	765.49770376	749.86820560
1577.0000	764.21220481	768.16883782	772.47514129	747.56107796
1576.0000	769.68211861	767.01632754	781.54376031	756.46890021
1575.0000	785.55808424	770.90337947	801.04527889	779.61240121
1574.0000	818.34496042	790.27238540	829.59347739	810.81427252
1573.0000	857.32040449	814.73079604	854.48423388	838.23679004
1572.0000	880.25739581	829.44322819	864.32609860	852.38533343
1571.0000	877.81995477	835.48024715	859.66416262	854.04536360
1570.0000	862.73283133	841.88191003	847.79204579	851.30889765
1569.0000	849.42275556	846.88410573	832.88777382	847.17492708
1568.0000	835.94417246	841.66284247	817.32876485	836.15690158
1567.0000	815.05886986	826.54543038	806.56994209	815.90647064
1566.0000	792.16763722	810.07150815	803.61400529	794.30474575
1565.0000	778.63099150	795.83903554	801.92566640	780.08106266
1564.0000	773.39323841	780.96364013	792.22721898	772.91457353
1563.0000	764.67202291	764.83347761	774.71680478	766.59057235
1562.0000	747.60070299	750.87740806	757.81368788	755.52025190
1561.0000	729.16432218	740.25258912	746.01938453	736.40841196
1560.0000	716.53146326	728.92011532	735.59544682	711.56019424
1559.0000	709.83802736	712.17937104	723.19234360	692.11860616
1558.0000	706.76129531	691.50934500	713.13685355	689.49791427
1557.0000	706.43986898	676.23260658	711.99371513	701.57200883
1556.0000	707.45919863	675.90396520	718.12152391	714.42494450
1555.0000	707.61345505	689.90349388	721.81896588	718.62884621
1554.0000	707.16018759	707.25957148	717.08853457	716.99244956
1553.0000	708.56380578	718.38685795	709.86506568	716.18091042
1552.0000	713.08639223	724.89298207	712.50125940	718.97063063
1551.0000	721.71436139	736.50792227	731.20105015	727.39606389
1550.0000	738.08662879	759.50814785	759.38359474	745.76466598
1549.0000	763.84805455	788.88902397	783.19397215	774.07893299
1548.0000	791.31989121	812.81507136	794.82003472	802.62523409
1547.0000	809.55687387	826.30644484	800.69604147	821.10842929
1546.0000	820.12841644	838.30946744	814.63024373	832.57275384
1545.0000	837.76770218	860.67186293	843.07500852	850.37677387
1544.0000	870.61833485	892.40268152	879.64338354	879.82389487
1543.0000	908.42180870	922.16542332	913.09373605	910.84597796
1542.0000	936.61199476	944.68622165	937.34973474	932.60552942
1541.0000	953.86520399	964.32887580	953.90962909	947.20954157
1540.0000	967.06943387	981.32837575	966.58855614	962.04124882
1539.0000	975.48635835	986.02293821	974.30797383	974.49646381
1538.0000	970.67700109	971.79343872	970.22157683	973.29598912
1537.0000	949.58857048	944.96284137	949.86937700	953.03002306
1536.0000	918.35703779	916.46075707	918.39272910	920.53865550
1535.0000	884.17858634	891.03265851	887.04621616	888.23244866
1534.0000	851.89123989	869.96117166	864.70400309	866.55878224
1533.0000	828.17141142	857.00988161	854.46326575	860.23804923
1532.0000	819.73773583	853.94649589	853.94564280	864.56338170
1531.0000	824.57977286	854.44915573	855.62765021	866.71805285
1530.0000	831.76468522	850.18140467	851.48997784	858.07155268
1529.0000	833.25669094	841.68427263	841.51373379	845.06022269
1528.0000	831.43767515	837.34347506	834.40237557	841.74742662
1527.0000	833.19472985	841.71136521	836.84563760	851.99065173
1526.0000	841.44791880	849.97345944	845.64111933	865.18296683
1525.0000	854.56042329	855.40202214	853.98654629	869.95952896
1524.0000	869.61259712	858.48135513	861.99231381	866.30614012
1523.0000	883.36790825	865.72866242	875.34866476	862.68509887
1522.0000	892.83061080	881.00584915	895.09712656	865.92326197
1521.0000	897.84295660	901.16652053	915.70034723	876.89313900
1520.0000	902.58949262	920.78105634	934.43080598	893.97039609
1519.0000	912.84253318	938.56548642	955.34173053	917.11647395
1518.0000	931.02228933	957.20811458	980.62223698	946.93822652
1517.0000	954.52227222	978.24388060	1005.49024678	980.90149585
1516.0000	980.08784996	999.85543914	1026.66162129	1013.39876295
1515.0000	1009.11030202	1020.61233967	1048.43784752	1041.06442588
1514.0000	1045.39419053	1043.88427658	1074.16428334	1066.23183161
1513.0000	1087.18746719	1076.00375518	1099.26917684	1093.12988854
1512.0000	1126.07089768	1118.51413461	1120.73576745	1122.22294240
1511.0000	1156.58698967	1164.16070142	1146.69896796	1151.44135800
1510.0000	1183.43097408	1204.37786673	1187.03619365	1182.67958544
1509.0000	1216.42409983	1240.30986559	1238.74799554	1223.00935559
1508.0000	1261.73768862	1281.33405648	1290.18183075	1276.78649206
1507.0000	1319.59894439	1331.82646836	1337.47138648	1338.69994834
1506.0000	1385.29672045	1385.70919280	1387.76992908	1398.56116489
1505.0000	1449.94305428	1437.28129910	1446.94675205	1453.13904007
1504.0000	1506.70644455	1491.47226498	1513.22561722	1509.61588503
1503.0000	1560.27318251	1557.49543122	1584.33293842	1575.91870453
1502.0000	1624.03154453	1635.28349444	1661.54776683	1651.38385736
1501.0000	1704.21004407	1714.77968496	1742.85043396	1730.49230654
1500.0000	1793.88887379	1789.84007034	1821.72462889	1813.04424743
1499.0000	1886.16405391	1868.09601236	1899.50546669	1904.60449034
1498.0000	1983.31687723	1962.44199140	1989.36681411	2005.95260856
1497.0000	2086.79873490	2073.69171122	2098.08695588	2107.87756581
1496.0000	2188.88286253	2187.25195642	2212.17746213	2201.25454355
1495.0000	2284.22163096	2289.44339153	2314.23535413	2289.82340715
1494.0000	2382.04421557	2382.94435736	2406.61327535	2387.27179093
1493.0000	2496.30605528	2483.42315939	2506.69381792	2501.65525496
1492.0000	2627.93906989	2605.04121051	2624.81008916	2628.36812524
1491.0000	2765.73040874	2751.45201629	2759.34938668	2759.82969019
1490.0000	2902.54634667	2914.93090764	2907.15686612	2895.25510015
1489.0000	3042.53634003	3079.51312664	3063.73709157	3035.83267257
1488.0000	3190.04239565	3228.80783656	3215.74097145	3175.10993136
1487.0000	3335.38820511	3354.93856160	3346.56869101	3301.37104618
1486.0000	3457.00099274	3458.81111150	3450.36609871	3408.78943751
1485.0000	3539.88769521	3542.61340520	3533.05217201	3500.88495090
1484.0000	3588.60574958	3607.10542419	3601.29667314	3582.47320397
1483.0000	3619.97798836	3656.59232881	3657.82494187	3653.05668886
1482.0000	3650.16006650	3701.28462652	3706.94298543	3711.51381528
1481.0000	3693.74557446	3752.51916106	3758.30788704	3765.16270640
1480.0000	3764.45495605	3817.18473255	3822.53331463	3829.03829697
1479.0000	3865.24975794	3896.75250157	3904.20667980	3914.14924954
1478.0000	3985.80853430	3991.78225008	4001.34266861	4020.17900847
1477.0000	4120.46206792	4109.90252490	4114.63612813	4143.70050972
1476.0000	4280.55449496	4268.42362081	4257.61740070	4291.19458736
1475.0000	4481.11408221	4482.77403077	4453.06229666	4479.10297739
1474.0000	4727.96816784	4751.34153540	4716.96184972	4722.20238078
1473.0000	5029.98784591	5062.96546524	5053.13689782	5030.27193042
1472.0000	5417.67610324	5433.71754648	5474.81539832	5426.90544599
1471.0000	5945.02482826	5936.96594238	6032.60084206	5974.20877291
1470.0000	6671.64125269	6672.77892748	6800.59521971	6755.28460621
1469.0000	7611.51409643	7665.38872766	7795.24571443	7782.96964839
1468.0000	8652.14740411	8763.46516297	8878.73114728	8895.98942840
1467.0000	9534.84117497	9664.57980528	9765.12019945	9781.14843938
1466.0000	9992.01696840	10098.51686912	10188.36491390	10170.85332221
1465.0000	9961.36469011	10032.46843237	10111.59909050	10058.10550320
1464.0000	9653.59721180	9701.11597093	9765.58362747	9708.70656598
1463.0000	9389.69315569	9428.96449413	9470.69137197	9455.21993639
1462.0000	9384.00890303	9422.57835561	9434.73379155	9484.05672788
1461.0000	9679.02302824	9713.68046797	9709.03706965	9799.70817675
1460.0000	10225.02363580	10246.09081032	10263.28179330	10334.78648446
1459.0000	10964.31404451	10972.22213414	11043.39885175	11050.71040198
1458.0000	11858.19686331	11878.39237415	11990.04854367	11946.31677190
1457.0000	12895.39622376	12964.22925472	13068.79221333	13020.88375446
1456.0000	14100.52892203	14227.21948414	14297.53734203	14269.30382109
1455.0000	15519.40745120	15670.28427807	15729.35122900	15713.24820223
1454.0000	17189.73125917	17321.08938059	17417.44286819	17408.08116839
1453.0000	19137.52128998	19237.61476739	19406.98297976	19403.58488944
1452.0000	21398.99398525	21483.52968229	21738.33759645	21716.05953504
1451.0000	24021.73202175	24093.83486966	24433.48367089	24352.49733099
1450.0000	27023.32278805	27063.05078511	27475.09982231	27329.38901020
1449.0000	30337.02650709	30340.86446352	30785.37409393	30617.87701370
1448.0000	33779.91190579	33790.01268471	34194.19426165	34055.57342861
1447.0000	37050.82210208	37121.91445887	37413.70392480	37319.46095180
1446.0000	39756.13700138	39897.60171076	40055.32387937	39979.92094063
1445.0000	41472.99005563	41641.94712967	41697.79482777	41593.27395753
1444.0000	41858.79725055	42011.56779895	41999.29203802	41819.94928929
1443.0000	40781.53303003	40915.41942038	40835.43698824	40559.16827984
1442.0000	38402.71166364	38539.90966744	38388.77936013	38024.90587523
1441.0000	35141.56418333	35284.97332022	35093.60168920	34680.08900071
1440.0000	31518.87099705	31639.56865727	31455.43802462	31056.47082899
1439.0000	27973.15884023	28042.32891325	27885.82160502	27577.48472758
1438.0000	24763.88988503	24786.58356039	24646.49502254	24475.69266974
1437.0000	21991.59179630	22002.53668010	21866.74756532	21815.66766813
1436.0000	19667.57322558	19698.22941016	19571.25358481	19575.27801418
1435.0000	17761.34711346	17818.14866721	17712.64755384	17715.93867680
1434.0000	16219.50049871	16291.38079898	16214.79736115	16199.34731838
1433.0000	14982.55924563	15057.88209746	15006.66068654	14974.96985575
1432.0000	13999.10805232	14069.28132799	14031.42170680	13986.04393867
1431.0000	13220.77717589	13275.10369248	13239.74775913	13188.64375622
1430.0000	12588.69200813	12616.86361169	12581.97673199	12544.13223444
1429.0000	12036.56155955	12038.77393368	12008.86589219	11993.86188204
1428.0000	11508.27792667	11498.96002085	11479.19468992	11465.60857799
1427.0000	10967.86214774	10966.36596178	10959.44360079	10913.08867605
1426.0000	10397.18851789	10413.16391027	10413.71809013	10332.77989060
1425.0000	9792.61808732	9819.02905149	9808.26125654	9735.06450013
1424.0000	9160.68763479	9182.01914563	9137.47501811	9114.43539875
1423.0000	8508.62241001	8518.24150811	8434.82090561	8459.28487692
1422.0000	7840.67799360	7849.18367484	7745.40693970	7780.53394988
1421.0000	7169.84501666	7193.13672098	7094.96916736	7115.55001387
1420.0000	6528.26529181	6568.64386303	6492.56932391	6502.29425543
1419.0000	5953.97789850	5998.64547004	5948.06701769	5955.24553416
1418.0000	5463.02135966	5502.73181858	5469.63442426	5466.83356806
1417.0000	5039.76862785	5082.78622328	5050.86298799	5026.84650470
1416.0000	4659.02814279	4720.40956353	4676.52791508	4636.59380267
1415.0000	4314.85969403	4393.75508392	4340.99524116	4304.62043856
1414.0000	4021.49670688	4096.15783776	4049.95119753	4031.52166429
1413.0000	3785.47866054	3833.47889663	3802.69977054	3802.14230227
1412.0000	3586.49707259	3605.13442624	3582.85114062	3594.70282835
1411.0000	3395.03067561	3397.85365458	3372.98896565	3397.00183344
1410.0000	3204.21052110	3201.63947478	3173.86357137	3211.50714090
1409.0000	3031.81378852	3021.96994521	3000.91740277	3044.63135165
1408.0000	2891.01766821	2868.57733669	2861.52855897	2895.05742817
1407.0000	2772.15573056	2739.02942991	2742.97969908	2755.72244660
1406.0000	2657.30318131	2621.85412273	2626.82976861	2624.10344650
1405.0000	2541.13175514	2510.93010572	2509.62044396	2504.44506206
1404.0000	2429.92147876	2408.44267392	2402.58630413	2399.55402366
1403.0000	2328.25798934	2317.14819195	2312.93263164	2306.22033809
1402.0000	2236.06488450	2237.50796686	2233.70034078	2220.93874245
1401.0000	2155.32661930	2169.69344280	2155.48404983	2144.84797952
1400.0000	2091.02314833	2111.33773671	2081.86856561	2079.23351436
1399.0000	2043.78976674	2055.89357814	2025.05929567	2020.61465151
1398.0000	2005.80395959	1999.79572201	1986.60408462	1965.36958529
1397.0000	1966.28941418	1948.10144817	1951.13763099	1916.26513791
1396.0000	1920.43246423	1905.89727321	1904.28393664	1878.90632847
1395.0000	1872.50892218	1867.60096842	1851.15170349	1853.04578883
1394.0000	1830.84443315	1824.08661579	1809.48787037	1832.27995664
1393.0000	1799.89613565	1779.06216316	1786.99512357	1811.78976565
1392.0000	1776.96389969	1748.45845245	1774.06494712	1792.26168526
1391.0000	1756.75876408	1741.67389810	1759.86630867	1776.43037880
1390.0000	1738.75257056	1750.92277400	1746.52630391	1765.61417027
1389.0000	1727.90674243	1761.01643552	1741.82185550	1759.93345611
1388.0000	1726.67183212	1762.81185886	1744.07071892	1758.45974661
1387.0000	1728.86114945	1754.90426196	1742.81051789	1757.87813288
1386.0000	1725.35946223	1739.52970222	1732.74815722	1753.21728747
1385.0000	1714.91413231	1721.65917089	1719.01791439	1741.53430117
1384.0000	1704.65152640	1707.45391788	1707.91386517	1724.42040686
1383.0000	1699.62389700	1698.45837110	1699.69943083	1706.40405089
1382.0000	1696.43856832	1689.33149603	1692.80987260	1691.09884177
1381.0000	1688.55299157	1674.91754445	1688.36406843	1678.93380676
1380.0000	1674.19554834	1658.45333035	1686.84308603	1668.64024592
1379.0000	1657.92095177	1650.10066146	1685.78719511	1661.10114601
1378.0000	1647.57071065	1657.42762477	1684.67633243	1660.75316522
1377.0000	1650.29649732	1678.24383268	1687.50003776	1671.50726254
1376.0000	1668.08028030	1702.53909603	1697.07023365	1691.92364976
1375.0000	1696.15059821	1721.75774591	1711.38364170	1717.36127979
1374.0000	1728.17170683	1737.32076452	1729.01117279	1746.94080826
1373.0000	1762.89586523	1759.78479620	1753.62545488	1784.13464168
1372.0000	1803.37301618	1798.59622361	1789.64937033	1829.01538683
1371.0000	1851.12568887	1853.55585905	1837.29838451	1875.45500751
1370.0000	1905.19119948	1917.43401420	1894.94167568	1920.50315553
1369.0000	1966.46179344	1985.08953607	1962.80663390	1972.37039916
1368.0000	2038.51241213	2057.73896217	2042.05058347	2043.08063407
1367.0000	2123.29226133	2140.04928969	2133.83480202	2135.35943559
1366.0000	2219.95136791	2236.14846421	2240.96456141	2242.74010473
1365.0000	2329.94072406	2348.00033612	2366.42546628	2361.71308333
1364.0000	2460.18559533	2476.00783908	2509.25305728	2497.97965333
1363.0000	2617.83326434	2622.60517431	2666.86918494	2659.84874323
1362.0000	2803.18078419	2796.08050898	2843.00031593	2849.74750212
1361.0000	3012.10491176	3007.32182583	3048.08592385	3064.54240254
1360.0000	3246.88385666	3260.87995610	3290.45535913	3303.59539229
1359.0000	3520.80538532	3553.66876443	3573.04250930	3576.09047345
1358.0000	3848.03333260	3884.78580084	3899.99773256	3898.83736300
1357.0000	4229.93135390	4260.16279854	4277.63323711	4282.98318577
1356.0000	4654.67717467	4682.39886997	4703.52840537	4721.49908204
1355.0000	5109.30992507	5141.59718059	5162.52684239	5192.85184486
1354.0000	5587.81235148	5621.90972773	5641.08887339	5678.15600848
1353.0000	6086.55153605	6111.30134088	6138.36067332	6170.68393722
1352.0000	6594.39143010	6597.53982380	6650.83831923	6665.57202217
1351.0000	7086.42714846	7058.78503804	7148.10049164	7143.02514759
1350.0000	7522.87443126	7464.58812033	7575.84246996	7564.69927450
1349.0000	7854.05539911	7782.01553123	7885.05737107	7884.97873691
1348.0000	8033.72709095	7975.97390967	8049.07621210	8064.21955298
1347.0000	8035.74400498	8012.26237165	8052.91887975	8076.05787052
1346.0000	7862.32128933	7873.07649637	7884.32505547	7911.48811982
1345.0000	7538.99120397	7570.69238355	7549.42036804	7582.88709304
1344.0000	7103.58431535	7142.18949943	7089.60579616	7125.24429850
1343.0000	6597.77300566	6634.23042756	6567.72924397	6590.34474666
1342.0000	6062.35769585	6095.09635933	6035.47864159	6034.16456616
1341.0000	5534.08704462	5570.22074745	5520.27942283	5502.72027020
1340.0000	5043.51351626	5091.17659371	5039.39456102	5023.11237443
1339.0000	4613.16425722	4667.66182387	4612.70683766	4604.05766417
1338.0000	4254.05612517	4295.86068019	4255.73389336	4244.07561576
1337.0000	3962.13047593	3973.41214683	3967.11705367	3939.49691291
1336.0000	3720.87350964	3702.29398887	3729.97730662	3685.98984734
1335.0000	3512.28661198	3480.84517583	3525.15599609	3476.07355144
1334.0000	3327.43785041	3299.89447525	3341.42109486	3299.65968177
1333.0000	3165.99008296	3146.99214324	3175.40999113	3148.07664419
1332.0000	3027.07941269	3011.39561634	3026.11966429	3015.29683085
1331.0000	2904.60535520	2886.25470772	2891.93752565	2895.05894888
1330.0000	2792.10733362	2769.39535697	2772.39717655	2780.57107113
1329.0000	2687.86649903	2662.24734502	2669.23443299	2669.24284032
1328.0000	2592.44141266	2566.81407210	2582.04704515	2564.92888008
1327.0000	2504.51696196	2483.69833241	2503.86063047	2472.63317584
1326.0000	2422.82936062	2412.14101980	2425.60992200	2392.68591411
1325.0000	2349.81529974	2349.77520332	2346.37363258	2322.46913763
1324.0000	2289.05145223	2292.68293342	2275.43220957	2261.63289880
1323.0000	2239.72009278	2238.48684130	2222.10760031	2211.76032097
1322.0000	2196.84856210	2189.79870706	2186.44591019	2171.79138187
1321.0000	2156.83269740	2152.10962092	2161.56980354	2138.11465231
1320.0000	2120.69446692	2127.37366189	2141.62148946	2110.07454914
1319.0000	2092.84092634	2111.44297317	2124.41186613	2091.59685650
1318.0000	2078.37072724	2098.54192771	2109.37344250	2085.14563817
1317.0000	2079.60516585	2086.90179190	2097.40877002	2086.74385567
1316.0000	2092.56150352	2079.51832390	2092.16103807	2089.90275753
1315.0000	2108.67429672	2080.88304958	2097.97309233	2092.98770842
1314.0000	2123.17558528	2093.75370428	2115.85771935	2099.95480582
1313.0000	2140.19805273	2117.59081160	2142.70851590	2114.96344288
1312.0000	2166.21291384	2148.56907917	2173.97598355	2139.30250216
1311.0000	2200.53180168	2182.08751843	2206.18944299	2172.76252272
1310.0000	2237.43797413	2217.52666438	2238.74880137	2214.35951501
1309.0000	2276.98565067	2260.39610585	2275.71060178	2261.72450678
1308.0000	2327.14653654	2316.96249347	2324.50412334	2313.58863267
1307.0000	2392.78169332	2385.64156718	2389.54746180	2373.39144439
1306.0000	2467.45629506	2456.54345628	2466.88568016	2446.20754666
1305.0000	2540.41939592	2522.28595578	2547.63799640	2530.46595683
1304.0000	2609.14747942	2587.72702655	2627.21038698	2616.91190412
1303.0000	2680.99929184	2666.00113152	2709.26645345	2698.86015480
1302.0000	2763.86351805	2765.27574502	2800.85073600	2780.70675649
1301.0000	2859.19199291	2881.82074464	2906.27922908	2873.14157114
