RamanShift (cm-1)	00:00:56	00:01:25	00:01:55	00:02:26
2631.0000	6978.53399698	7087.57262810	7038.53028063	6964.74102643
2630.0000	5415.78560760	5443.44480892	5383.91057463	5377.44704219
2629.0000	4277.00456435	4234.39007730	4190.07143441	4220.72646643
2628.0000	3591.97621227	3528.88246739	3514.61731958	3554.88294565
2627.0000	3206.93316658	3166.08748354	3181.56031552	3211.78893689
2626.0000	2969.97555981	2960.93999307	2992.39296250	3001.58028969
2625.0000	2806.75388015	2813.53980833	2840.81813100	2836.81671486
2624.0000	2697.42481557	2698.03722854	2708.80337338	2710.67672099
2623.0000	2631.79887062	2608.98390540	2614.70778661	2625.20366791
2622.0000	2589.60183607	2533.94828002	2566.06680391	2567.31247163
2621.0000	2547.77325748	2463.66756829	2541.42555636	2524.08098349
2620.0000	2496.84240500	2408.08220885	2513.03206519	2491.17229069
2619.0000	2448.03932558	2387.95289916	2482.53309306	2471.72853808
2618.0000	2423.47729556	2411.15262593	2478.22698260	2476.97362120
2617.0000	2437.84302362	2466.57260303	2515.27553915	2517.57369318
2616.0000	2489.36787207	2540.82114482	2579.19462180	2587.88104243
2615.0000	2568.22342175	2629.96226699	2655.86985650	2669.92811782
2614.0000	2669.85251592	2733.95399962	2755.18065681	2756.37122250
2613.0000	2795.97279565	2852.10647080	2888.45435623	2855.88792088
2612.0000	2944.68871632	2987.12395751	3038.71708165	2972.74539985
2611.0000	3104.93089482	3140.09053416	3173.70933919	3095.89294793
2610.0000	3260.50941095	3294.78824636	3281.03002001	3212.88523077
2609.0000	3396.96806073	3419.90351239	3373.54482999	3321.27552708
2608.0000	3507.37740319	3498.60420948	3464.53830675	3421.81899526
2607.0000	3595.00090030	3548.70181190	3553.11008849	3512.48880985
2606.0000	3665.86149508	3601.38740800	3631.83802803	3592.02472841
2605.0000	3714.30842402	3662.75719766	3692.92345898	3656.01781761
2604.0000	3722.08655609	3706.51330825	3722.97407433	3686.11963242
2603.0000	3678.07254078	3702.95306949	3702.79385833	3658.56218325
2602.0000	3592.29785738	3643.94243713	3620.25389555	3571.32659277
2601.0000	3482.29585097	3538.56354442	3483.05985672	3450.58883420
2600.0000	3352.39683783	3398.16840062	3318.27420413	3321.44558193
2599.0000	3197.97629845	3235.20970197	3158.06799567	3183.21514294
2598.0000	3025.75904984	3068.29499316	3020.28622685	3024.12038446
2597.0000	2855.89490483	2914.97075824	2898.99814583	2850.90876906
2596.0000	2702.56255049	2779.57683351	2776.71500564	2689.75740348
2595.0000	2564.61698801	2656.53888486	2647.10607544	2560.66099898
2594.0000	2439.97200273	2544.44337879	2521.48728456	2461.69760220
2593.0000	2338.36308502	2447.72237324	2412.56513840	2377.87323486
2592.0000	2270.04594649	2365.51400018	2319.94875654	2297.60893276
2591.0000	2227.19480970	2291.17311555	2237.45000543	2221.97162146
2590.0000	2188.27895256	2226.40175723	2170.00394467	2164.97767286
2589.0000	2142.64496183	2184.35332010	2134.85824646	2143.53510228
2588.0000	2103.35502774	2171.62032655	2143.17994219	2159.93292924
2587.0000	2092.52395580	2176.24227598	2184.15821707	2194.80147991
2586.0000	2118.43893680	2182.72347358	2232.31087195	2223.51571548
2585.0000	2169.00048503	2192.40684398	2270.65407892	2239.06518439
2584.0000	2223.09801982	2218.45739129	2301.44677744	2253.58599078
2583.0000	2265.49805490	2263.93054832	2332.48027004	2279.09424330
2582.0000	2293.68235888	2314.66088610	2360.79848478	2313.07101801
2581.0000	2312.99725661	2352.02183255	2376.23890812	2341.66936887
2580.0000	2324.08700552	2362.60133200	2373.31244214	2349.23082114
2579.0000	2314.68152228	2335.99091581	2348.75652747	2323.15508187
2578.0000	2266.45597362	2265.86666662	2292.01941031	2256.57379217
2577.0000	2172.20203396	2159.46919222	2191.91550927	2151.75533287
2576.0000	2045.66166551	2038.28019059	2054.61779378	2020.75487348
2575.0000	1912.92589051	1921.90320822	1905.76605184	1881.84716188
2574.0000	1793.18538266	1814.06215595	1771.70927154	1753.90011265
2573.0000	1687.92256548	1708.31372276	1663.52884417	1648.57220362
2572.0000	1589.23933543	1603.21193291	1578.31973178	1562.84975589
2571.0000	1496.89506420	1506.07157727	1508.00231932	1482.57518031
2570.0000	1422.36423889	1423.71373258	1444.50246248	1399.78318290
2569.0000	1373.87841053	1355.26612040	1382.57698765	1324.32801930
2568.0000	1341.84487842	1295.08838234	1322.54052257	1270.96142549
2567.0000	1304.98953507	1239.57977693	1269.72071126	1236.97654036
2566.0000	1251.32174580	1189.84161193	1230.09141052	1203.23214333
2565.0000	1190.09267409	1149.72181728	1206.11616027	1159.19630184
2564.0000	1142.36130823	1123.03993400	1194.85942613	1116.62806761
2563.0000	1121.15568230	1111.90180284	1188.29141134	1093.78290551
2562.0000	1121.06537843	1115.36511434	1177.41983002	1095.07868953
2561.0000	1126.37344974	1128.45063378	1159.43436715	1112.15307164
2560.0000	1127.58937991	1143.46796274	1140.41284543	1135.37306784
2559.0000	1127.24757750	1153.98393352	1128.46515900	1154.70764521
2558.0000	1129.46247057	1157.49149203	1124.45050795	1156.76154920
2557.0000	1129.54807817	1153.31452277	1121.66565184	1134.42062403
2556.0000	1119.09105876	1139.08104353	1113.80694859	1098.45982193
2555.0000	1097.99517451	1112.17741068	1099.88101486	1068.73683061
2554.0000	1074.73359490	1075.49247689	1081.29272287	1052.22917511
2553.0000	1055.14970033	1038.93573564	1058.48016621	1037.75805892
2552.0000	1036.96222350	1012.44361475	1032.77846986	1013.85044075
2551.0000	1016.23480040	997.90830937	1008.68622133	984.11472570
2550.0000	994.17910325	989.82873158	991.12716666	961.62164235
2549.0000	975.47744293	982.98517322	981.53003380	954.05429546
2548.0000	963.22711484	976.78674519	978.66578389	958.94541175
2547.0000	957.56832802	973.03371456	982.27032516	970.22673883
2546.0000	957.16639324	974.41495008	993.71054737	984.49374996
2545.0000	960.50580397	986.38544092	1013.34824145	1000.89531680
2544.0000	967.27350526	1014.13310832	1038.32291082	1018.24055601
2543.0000	979.66034949	1052.75552751	1062.59659385	1034.72863979
2542.0000	1001.09600856	1085.38999899	1079.64450769	1050.85921234
2541.0000	1032.75714163	1098.64344040	1088.06477847	1071.08081966
2540.0000	1072.33618864	1098.45515033	1096.27327636	1100.30142635
2539.0000	1116.90326338	1104.52977635	1119.14300591	1138.23561717
2538.0000	1165.90901296	1130.64355233	1166.68860445	1179.48446100
2537.0000	1221.05606283	1177.14932375	1235.98107196	1221.75903068
2536.0000	1284.90599571	1241.09272104	1315.25924987	1273.09932943
2535.0000	1359.90643146	1323.24011103	1394.70362798	1346.55509325
2534.0000	1445.70754866	1421.15217163	1471.98492118	1444.47824563
2533.0000	1535.49949378	1522.94514238	1549.52491682	1550.25401671
2532.0000	1617.79323418	1614.37898844	1629.05692141	1640.25438430
2531.0000	1684.22270299	1688.28056944	1707.04116435	1703.65826639
2530.0000	1732.25542210	1741.13481186	1771.51521656	1745.20652210
2529.0000	1757.03460100	1763.71821110	1804.29145529	1768.05422995
2528.0000	1746.16054644	1744.45807157	1791.62126405	1762.49751164
2527.0000	1691.35021016	1685.13505527	1735.71849746	1717.72197379
2526.0000	1604.52298430	1606.57829409	1654.14831753	1639.42202908
2525.0000	1513.47779716	1532.18017905	1566.67388777	1548.39152325
2524.0000	1438.58189209	1468.11422502	1484.12785714	1464.03166277
2523.0000	1378.86060592	1405.79557410	1409.39228384	1394.74044959
2522.0000	1322.53882790	1341.95282833	1344.17057229	1341.01202126
2521.0000	1264.80447537	1287.20683962	1291.20460798	1299.87523714
2520.0000	1212.11084785	1252.36934685	1252.35457991	1266.53943886
2519.0000	1175.18727704	1235.04630424	1228.47524230	1238.69000325
2518.0000	1163.17266668	1226.83627124	1220.83714971	1221.25072629
2517.0000	1180.59202150	1228.22172556	1230.09881749	1222.93079164
2516.0000	1223.16569536	1246.91275825	1253.61562765	1246.06232625
2515.0000	1275.83324398	1281.83356004	1284.45421131	1281.05299945
2514.0000	1318.42524833	1316.60956528	1311.93512844	1310.73591291
2513.0000	1335.39460840	1331.59251903	1322.98065338	1319.54781669
2512.0000	1321.54193591	1318.01421938	1306.89252069	1301.03210861
2511.0000	1281.42665926	1278.74761770	1263.07854632	1259.77865454
2510.0000	1225.14710968	1220.85562369	1203.44286469	1206.27299434
2509.0000	1162.81401217	1152.93778094	1143.88318671	1148.91536032
2508.0000	1100.70350320	1087.45968039	1092.72740719	1091.87846462
2507.0000	1042.87702987	1037.94006814	1048.60376931	1040.35956705
2506.0000	995.97371513	1009.10610500	1008.10186023	1003.06563941
2505.0000	968.30833710	991.83132159	972.15541191	984.66165656
2504.0000	960.97259660	972.22172639	944.60008308	977.37147456
2503.0000	962.51742620	946.67238454	927.58671893	966.47390718
2502.0000	957.62775413	925.42379635	920.31889473	946.89652636
2501.0000	941.48365813	920.20460119	920.65890967	930.11953694
2500.0000	922.10586840	930.67177446	925.82510081	930.07128979
2499.0000	908.76564956	945.05371008	932.20416215	944.78854925
2498.0000	903.17639785	952.80074021	937.24710177	958.44532680
2497.0000	903.63523192	954.51670608	942.87115095	961.49524211
2496.0000	911.96504531	959.95314088	955.13531268	961.60987259
2495.0000	931.15411073	977.69003041	977.86801852	971.37775164
2494.0000	959.06582306	1006.22925522	1006.72992285	991.51919595
2493.0000	989.94786511	1033.97298071	1032.17975238	1012.30524183
2492.0000	1021.12059517	1048.94574013	1049.31890674	1027.78007076
2491.0000	1053.16898915	1050.24471789	1062.51313186	1041.17679192
2490.0000	1083.57079564	1049.12365558	1078.51536676	1056.69192188
2489.0000	1104.97962819	1056.97079387	1096.95984650	1072.22638047
2488.0000	1111.55543801	1072.92196883	1110.35375611	1082.08952370
2487.0000	1104.41835456	1085.33050758	1112.64293082	1082.96778169
2486.0000	1089.93905840	1084.34106141	1104.73943686	1075.30410871
2485.0000	1074.39065514	1069.82908566	1090.98828413	1061.41270152
2484.0000	1059.95514012	1047.39449986	1072.76051274	1044.14844038
2483.0000	1043.88123023	1021.44435920	1048.19539302	1026.16161418
2482.0000	1022.32776188	995.31406803	1018.69771813	1009.27908996
2481.0000	997.40633429	975.13260335	993.61803216	995.16291318
2480.0000	979.18159636	968.12711096	984.87143331	986.50508763
2479.0000	977.61756726	975.36041876	994.91063546	986.25947891
2478.0000	993.50199178	988.83355720	1012.78125535	995.65789642
2477.0000	1019.84177258	998.76896230	1026.21432898	1014.33059322
2476.0000	1049.48719242	1003.91274714	1036.05955566	1041.67614591
2475.0000	1076.62312488	1012.72936861	1052.73212111	1074.86036163
2474.0000	1093.43183098	1033.67351331	1078.36243923	1104.80737838
2473.0000	1093.77560605	1066.02098398	1101.00387004	1119.27223933
2472.0000	1083.02541360	1101.60943491	1111.49256737	1115.43298615
2471.0000	1079.06940481	1133.72244087	1119.55754732	1108.21863159
2470.0000	1099.47498455	1161.82597139	1145.16331319	1120.09400573
2469.0000	1148.45934242	1189.52063713	1196.21898144	1160.67110595
2468.0000	1216.38217361	1222.31005895	1261.83106348	1220.45902854
2467.0000	1289.25478028	1267.34567515	1327.04876086	1286.32329700
2466.0000	1359.03628457	1330.52324477	1388.13930137	1357.25429658
2465.0000	1429.14908160	1411.99270176	1452.66364026	1439.83405673
2464.0000	1512.07220925	1507.84186777	1529.86149818	1533.25360068
2463.0000	1618.35620178	1616.66403489	1623.02734477	1628.44565220
2462.0000	1744.39098206	1738.59530614	1727.80881277	1722.49961693
2461.0000	1870.44834682	1864.71686650	1834.96314978	1823.56973230
2460.0000	1971.55644263	1973.29750294	1934.52419748	1933.95720780
2459.0000	2031.58951801	2043.08470726	2016.93378349	2032.93916009
2458.0000	2049.55944312	2068.66228084	2070.53253352	2086.07509654
2457.0000	2035.08586817	2058.71175559	2082.40057952	2074.41572032
2456.0000	1998.20047318	2022.54595024	2047.04825389	2010.64733324
2455.0000	1942.47400694	1964.38642162	1974.41581143	1925.35040406
2454.0000	1867.56083625	1888.73664398	1885.26133894	1841.71151870
2453.0000	1777.21627556	1803.51895981	1796.68800781	1765.41136705
2452.0000	1681.74574091	1715.81869295	1713.12169154	1692.50100049
2451.0000	1590.99858890	1628.94993884	1630.53654506	1618.67052755
2450.0000	1507.26695252	1545.11888935	1546.19399055	1541.01547546
2449.0000	1427.80267510	1467.52523761	1463.23141938	1458.71732992
2448.0000	1353.32100818	1398.94131752	1388.34945044	1377.11583230
2447.0000	1290.95944983	1341.18256897	1327.06262058	1308.05753903
2446.0000	1247.78313330	1295.97525691	1280.32166995	1261.18154423
2445.0000	1222.69571491	1262.79115511	1244.75316235	1234.75010078
2444.0000	1206.49409887	1236.11110668	1216.91586507	1218.04011998
2443.0000	1190.63595202	1209.68687314	1197.29545864	1202.85997969
2442.0000	1174.85120955	1184.39742156	1187.94278910	1189.66228439
2441.0000	1163.83341028	1166.66456268	1185.19473256	1181.16888061
2440.0000	1156.40795293	1156.79860635	1177.68120892	1172.99567794
2439.0000	1142.07346335	1144.23164221	1155.22784778	1154.43052125
2438.0000	1111.78022963	1118.88752971	1119.47431820	1119.29210490
2437.0000	1070.03861216	1084.03780146	1082.79544146	1074.35186680
2436.0000	1032.05012154	1052.85140724	1056.10181094	1035.71608920
2435.0000	1009.06894398	1033.67676977	1039.76607728	1016.44854810
2434.0000	999.86956740	1023.36800517	1026.78592383	1016.42469805
2433.0000	995.73583814	1014.18464235	1011.62437851	1022.13195287
2432.0000	989.02682413	1001.74662199	993.66825503	1016.24158335
2431.0000	975.86748825	984.76653764	974.04979187	990.33566610
2430.0000	955.16897879	961.55017504	952.52565172	950.82963601
2429.0000	928.42507794	930.34267286	927.85714440	911.71627278
2428.0000	898.69468919	891.74558838	899.13262623	880.27098788
2427.0000	867.61569055	848.87396834	866.06357746	851.56476128
2426.0000	834.61282848	806.22598629	829.71767679	818.72575289
2425.0000	800.15438483	769.29844201	793.98223001	785.27208393
2424.0000	767.65861174	742.97721689	764.58875832	761.87510610
2423.0000	740.13235130	727.84929990	744.40304447	751.44228861
2422.0000	716.48277990	719.01069586	729.86534933	743.63495223
2421.0000	693.73015266	710.42853738	714.19885717	726.87870455
2420.0000	672.32277543	699.93354893	694.84520250	701.19726257
2419.0000	656.65107500	688.73312145	676.00842706	675.26440120
2418.0000	649.65133707	677.48157561	662.78027323	654.46809823
2417.0000	648.75792095	665.24245653	654.65900128	637.66201984
2416.0000	648.57117645	652.11032260	647.30435888	624.62337815
2415.0000	646.64229517	640.86679993	639.71679023	620.09708122
2414.0000	644.96313414	635.36345627	636.05712427	627.23317604
2413.0000	645.72170171	637.50371577	638.97589495	640.33450171
2412.0000	647.50222450	645.04659636	643.95008942	648.35518937
2411.0000	647.35011006	651.89977166	643.59939364	645.86620580
2410.0000	645.73524744	652.26274107	637.37544799	638.33665430
2409.0000	646.84445700	646.21162874	633.78077935	635.69302283
2408.0000	653.03989603	640.28197952	641.03218895	641.86578719
2407.0000	661.19684832	640.91669667	656.91252676	651.75059457
2406.0000	666.54509287	648.04573342	670.36258229	657.71311024
2405.0000	668.63645838	656.47987617	673.28098372	657.27460136
2404.0000	670.63354336	662.38701173	668.49944580	653.82952416
2403.0000	673.31418401	666.21764575	664.97222076	651.42301274
2402.0000	673.52314647	669.89388443	667.11071968	650.59817377
2401.0000	669.81577571	673.59199429	671.38016020	649.04950332
2400.0000	666.29578104	675.81136643	672.76950170	644.85501386
2399.0000	667.94553758	675.13438743	671.51557056	638.94328933
2398.0000	673.82270205	671.33059238	671.92007248	635.31951251
2397.0000	677.73719325	665.30377734	675.95541532	638.22176844
2396.0000	674.89388809	658.00913514	679.89068746	647.23331483
2395.0000	665.51298040	649.47465808	677.65846754	655.73413582
2394.0000	652.99090121	639.96674331	667.35756978	657.10021559
2393.0000	641.73328272	632.30428852	654.34454277	652.93150687
2392.0000	636.42618603	630.88428543	647.36936081	651.87401868
2391.0000	639.65636791	637.06456143	650.96264769	658.82929984
2390.0000	649.28660640	647.61887401	662.00673589	668.98518280
2389.0000	661.30326332	659.73836573	674.54971560	675.59816994
2388.0000	676.14916420	675.07525787	686.96305091	680.39532780
2387.0000	698.30659710	695.40563839	702.30535696	691.44648760
2386.0000	727.24292525	716.35012096	722.03441069	712.24536210
2385.0000	752.64297911	731.01415541	742.67263129	738.06579392
2384.0000	763.55286263	740.91819583	760.67291064	763.19664936
2383.0000	761.72561950	758.41523102	778.47702028	787.11825478
2382.0000	762.49040183	794.86482969	802.79020521	812.83340049
2381.0000	782.18124312	848.55642240	837.38740226	843.64532196
2380.0000	826.46644980	907.06278885	880.43761412	882.96220966
2379.0000	889.52265829	960.10392787	929.25441086	932.64311531
2378.0000	960.54524734	1007.42086958	984.43103885	988.67199414
2377.0000	1030.12279360	1054.92267491	1046.79075938	1042.04036544
2376.0000	1093.80173846	1106.58170691	1112.09822425	1087.76994112
2375.0000	1152.77621887	1161.53149209	1172.71379796	1131.63519959
2374.0000	1211.15133689	1217.15839168	1225.54225673	1184.87836039
2373.0000	1270.86275791	1272.07067187	1275.36859067	1252.13699448
2372.0000	1327.80955537	1324.32118670	1327.16192390	1325.15454984
2371.0000	1372.00479238	1367.18531733	1375.44503806	1386.80784972
2370.0000	1391.92398607	1389.25233235	1404.19965698	1420.55454426
2369.0000	1381.25188181	1381.64584308	1399.26201006	1418.93605621
2368.0000	1344.02227018	1346.19934742	1360.88347030	1386.71587023
2367.0000	1293.24892736	1295.70732571	1304.32158501	1336.90126901
2366.0000	1243.06300708	1245.86868291	1249.46429111	1283.18046126
2365.0000	1201.91399622	1207.65283162	1210.15010584	1235.53299591
2364.0000	1173.53652045	1186.23358576	1190.69619482	1200.88689412
2363.0000	1162.01300626	1183.08645985	1188.46479499	1184.10571366
2362.0000	1171.76461394	1195.94716529	1197.85901838	1186.41055771
2361.0000	1201.78377581	1218.67427064	1213.81941762	1204.64194284
2360.0000	1243.77816376	1245.94540383	1235.20778564	1234.37990839
2359.0000	1289.66533566	1279.81486989	1266.96465948	1273.95591369
2358.0000	1340.06478298	1328.98542339	1317.95459766	1325.05423531
2357.0000	1402.40668433	1399.14913487	1393.81569726	1390.15866074
2356.0000	1480.49195738	1485.17481677	1490.11531052	1469.88336778
2355.0000	1568.61186048	1575.03728460	1593.24210645	1561.65700664
2354.0000	1656.70901799	1660.58674832	1689.37159524	1659.32613660
2353.0000	1738.05251748	1741.24331785	1772.11611074	1753.05722930
2352.0000	1808.94138018	1816.17531451	1840.34036736	1829.79022642
2351.0000	1862.90466310	1875.74292235	1890.00211212	1875.98715376
2350.0000	1889.86549493	1903.78685290	1911.79429079	1883.83429795
2349.0000	1882.47019353	1888.76871353	1898.32736871	1856.81200928
2348.0000	1841.00516969	1832.12399573	1851.38395612	1806.92175304
2347.0000	1771.39249396	1746.76471297	1779.86090904	1743.37915806
2346.0000	1681.13366472	1648.72762466	1691.71990622	1664.95613708
2345.0000	1578.74049980	1549.10868688	1590.49019520	1566.46009259
2344.0000	1474.09568518	1451.52829308	1479.75647148	1452.26495322
2343.0000	1375.48728944	1356.34733618	1368.47750193	1339.59457611
2342.0000	1286.07501798	1267.21590952	1269.31180909	1246.62826130
2341.0000	1204.96992040	1191.79650816	1190.83769955	1178.86402016
2340.0000	1131.52053154	1134.17054180	1131.87959828	1127.60739221
2339.0000	1067.31618763	1088.23335611	1084.17317101	1079.64454334
2338.0000	1014.81142209	1042.72750061	1040.54016044	1027.69161174
2337.0000	975.58382975	993.77067630	999.72518828	974.38269876
2336.0000	949.29892030	949.13834994	963.72138193	929.07811962
2335.0000	932.87527515	918.48900871	933.22594337	900.40482623
2334.0000	921.54188718	902.52562516	908.24014385	889.83927410
2333.0000	912.59369195	894.61062127	891.64277391	891.55171014
2332.0000	907.34377644	890.26664809	888.05762688	898.03357163
2331.0000	907.24563251	890.31425694	897.50974802	904.90886166
2330.0000	908.95048998	895.03639934	912.23575235	910.34806621
2329.0000	906.42170648	900.37646571	921.80812989	912.13071243
2328.0000	898.40209695	902.55841101	921.34630972	907.71568270
2327.0000	890.56610777	903.54192465	914.53701944	897.24147895
2326.0000	888.32425888	908.24696969	909.39818191	884.97446878
2325.0000	889.39309946	916.76326779	910.74055355	876.76178683
2324.0000	885.70319110	922.07150249	914.96331198	875.34278939
2323.0000	871.91326743	916.35314445	912.00350221	877.26476429
2322.0000	850.33960417	898.15382420	894.54056583	874.55630818
2321.0000	828.04369832	872.73080032	866.23602034	861.15727046
2320.0000	810.98359565	846.96521610	839.03003236	838.75544098
2319.0000	801.13805249	825.46250824	821.15341355	815.24705462
2318.0000	797.22930254	810.49146460	809.69802812	796.71321228
2317.0000	796.37824013	802.63606445	796.55206026	782.59206173
2316.0000	795.24967442	799.71637885	779.50623608	770.07721173
2315.0000	791.20756683	796.45677905	764.50790757	760.76841340
2314.0000	783.65327539	787.96926296	757.73029087	759.17654332
2313.0000	774.26595210	774.54249760	758.72305675	764.97762948
2312.0000	765.17185391	761.69566663	762.10088608	770.65026757
2311.0000	756.44399620	754.26769378	763.14895918	768.41583754
2310.0000	745.71865780	750.83040883	759.63809115	757.20219275
2309.0000	730.65145980	744.70746719	749.67893131	741.25228301
2308.0000	711.53462568	730.18179731	731.07443866	724.04316638
2307.0000	691.12443750	707.22741282	704.24607932	705.87900042
2306.0000	672.15395800	681.13077110	674.60859329	686.36735417
2305.0000	655.65323915	658.89772679	650.17257685	666.92117273
2304.0000	641.75391881	645.35832253	636.13452975	650.67213313
2303.0000	631.41088785	640.30247039	632.29156387	640.91879654
2302.0000	626.63029265	638.41205460	635.69985810	639.12892048
2301.0000	628.83814524	633.78793976	644.24572096	643.19992601
2300.0000	637.12897112	626.33303643	656.00451371	648.08640888
2299.0000	648.37027576	622.99863312	666.26938417	649.71224385
2298.0000	659.68526227	631.32979301	669.11066159	648.75520585
2297.0000	671.46553181	652.24130320	664.57428215	649.95162931
2296.0000	687.40194472	680.14817120	662.68117276	657.50643219
2295.0000	709.93112275	708.79748091	676.18373756	671.50975411
2294.0000	735.02294305	734.28980777	707.41522575	688.51297128
2293.0000	753.06054407	752.63858000	743.75647044	704.63983855
2292.0000	756.67498297	758.18926270	767.61860905	717.51015023
2291.0000	747.14790425	747.43386041	770.12984174	725.17025017
2290.0000	731.44086164	723.64913511	754.37173456	723.93721244
2289.0000	713.72769168	695.72914291	727.85269716	709.20417739
2288.0000	692.72199899	672.04819875	695.82662705	680.51728263
2287.0000	667.59933915	655.67038178	662.22191447	645.86753321
2286.0000	642.70541700	644.30670912	632.72648435	618.24018923
2285.0000	623.51922812	633.39537601	613.02741693	605.36494448
2284.0000	610.10906510	619.68404109	604.45162052	603.08390034
2283.0000	598.15110480	603.51723158	603.65758501	600.34467249
2282.0000	585.71331713	588.15974988	606.48717668	590.65806789
2281.0000	575.53646822	576.38835442	610.19140691	577.52537934
2280.0000	570.36784205	568.14216464	612.17202351	569.19283514
2279.0000	569.50129237	562.43259306	609.59007119	570.26127642
2278.0000	571.36154183	560.79962130	602.12737727	579.00610247
2277.0000	576.66552481	566.67740410	593.78183833	590.63011043
2276.0000	586.62081648	580.54473111	590.02781447	600.91448117
2275.0000	599.63146053	597.29921413	593.56392791	607.47465315
2274.0000	612.43474309	610.10228940	603.96847667	610.22974440
2273.0000	624.16055664	616.75672712	620.39107561	612.17107161
2272.0000	637.27626583	621.62172688	641.93751427	618.71891963
2271.0000	654.30152468	631.48344395	664.96180091	634.48553735
2270.0000	674.88527260	650.04431537	682.82817270	659.63483125
2269.0000	696.37787848	675.92302749	691.22544577	689.27717711
2268.0000	716.30751642	704.78170763	693.52032894	716.63167315
2267.0000	733.89350625	732.66696499	698.63942120	737.29837411
2266.0000	749.67353253	757.48409812	712.67994432	751.37236247
2265.0000	764.12581816	778.08039718	733.70168777	762.23372176
2264.0000	776.98242064	793.22357578	755.56579459	773.44248029
2263.0000	788.50111680	802.73261717	775.53839035	786.45567942
2262.0000	801.51727904	809.65517139	796.14362025	801.01505074
2261.0000	820.94207337	819.88387274	819.82995633	817.35826121
2260.0000	849.60049669	838.14922510	844.57223373	837.30252735
2259.0000	884.46330553	864.32649816	866.90510236	862.59685717
2258.0000	918.33773450	894.42054735	888.36753874	892.73371164
2257.0000	946.30945193	925.03607990	916.09094853	925.53546141
2256.0000	970.35883440	955.79911997	955.45672340	959.90088423
2255.0000	996.98608053	987.13717927	1003.03771652	996.29676067
2254.0000	1029.88484257	1017.14021724	1048.06739921	1033.24581198
2253.0000	1064.82527765	1042.27747346	1080.72342258	1064.54342908
2252.0000	1091.89956006	1061.16943276	1098.39584989	1082.70896750
2251.0000	1103.26587212	1076.08780511	1104.80730183	1086.39672012
2250.0000	1099.13233307	1089.55966513	1105.02802306	1082.78604691
2249.0000	1086.39206742	1099.90883725	1101.84192582	1080.41347678
2248.0000	1071.89776168	1101.44440026	1095.13466933	1079.57550803
2247.0000	1057.84086601	1089.82962101	1083.06665231	1071.85084315
2246.0000	1043.50477217	1067.13022068	1064.31547678	1050.58976843
2245.0000	1029.58615330	1041.18728525	1040.68602850	1020.93312207
2244.0000	1018.73457519	1019.90821902	1017.66053480	997.23753610
2243.0000	1012.05787063	1006.02933509	1001.23829914	989.71066324
2242.0000	1007.27808016	996.82015666	993.74357298	994.81293948
2241.0000	1001.70877379	988.05764709	993.17202046	1000.09550639
2240.0000	996.25799364	978.21927741	996.43520095	997.66950498
2239.0000	995.26373758	969.87928474	1002.22973872	991.09817131
2238.0000	1002.59951449	968.19727133	1010.83602451	989.37272951
2237.0000	1018.86449623	977.94027883	1022.89594729	997.14571174
2236.0000	1042.22765086	1000.66386750	1039.56075814	1013.03926936
2235.0000	1070.86614197	1033.77209364	1062.76610275	1035.67327567
2234.0000	1104.07782881	1072.52600610	1093.85496696	1067.37222417
2233.0000	1141.69282637	1113.70849258	1132.27321006	1110.52520953
2232.0000	1183.11625289	1157.61411550	1176.66473166	1162.50145524
2231.0000	1226.80676729	1206.28622075	1226.27850152	1216.20657284
2230.0000	1270.01304113	1259.44073412	1278.81389539	1264.64776283
2229.0000	1308.41388162	1311.31004394	1326.37570120	1303.00448296
2228.0000	1335.88770813	1350.68032326	1356.27435610	1327.07054038
2227.0000	1345.55708883	1365.02535270	1358.77794598	1333.08018133
2226.0000	1333.14709014	1348.03971591	1334.50353247	1321.09847220
2225.0000	1301.16162419	1306.20538500	1293.36553842	1297.14606305
2224.0000	1259.58725305	1257.38572548	1246.90176587	1269.49181928
2223.0000	1220.62492031	1219.55912531	1202.98388472	1242.42921261
2222.0000	1191.26484302	1198.58838898	1166.80444374	1214.93605927
2221.0000	1170.79900142	1187.02251008	1142.83650352	1185.65156011
2220.0000	1155.31540655	1174.68224816	1132.83256688	1157.67934694
2219.0000	1143.59936904	1159.07499021	1133.44614006	1137.54215462
2218.0000	1138.28517512	1145.75945213	1139.49142041	1130.36612941
2217.0000	1142.42478836	1141.59553144	1150.24202149	1137.04346686
2216.0000	1155.92117266	1149.38893817	1169.43452447	1154.67065994
2215.0000	1174.34496894	1166.20768596	1196.68063588	1176.99439659
2214.0000	1189.69857531	1183.00298071	1220.65151030	1194.01431563
2213.0000	1193.00415311	1186.92118628	1224.57308275	1194.48880275
2212.0000	1178.93966501	1169.07583607	1200.17211777	1172.90264171
2211.0000	1149.87123429	1132.62241130	1155.34432243	1135.05537030
2210.0000	1114.62216279	1091.06028532	1107.42714147	1094.85509351
2209.0000	1081.43422965	1056.47323081	1069.49345676	1063.57099093
2208.0000	1051.48596297	1030.47344483	1042.92611337	1041.82406487
2207.0000	1020.04964975	1007.53619919	1020.99672459	1022.26467273
2206.0000	984.44092093	984.52409204	997.36603711	999.33495249
2205.0000	949.81711659	963.73178112	971.40101582	975.29307760
2204.0000	925.47811109	947.60517825	947.44263278	956.77980283
2203.0000	914.89043858	934.37547402	930.23664348	946.86150945
2202.0000	910.55639248	920.28632865	920.39087564	941.39334470
